Product_ID,Category,Subcategory,Original_Price,Final_Price,Discount_Percent,Rating,Purchase_Date,Scraping_Date
65a4da6f-6,Beauty,Beauty,368.74,350.3,5,4.8,2024-02-26,2024-12-01
5a55a846-e,Home & Kitchen,Home & Kitchen,260.82,260.82,0,2.8,2024-02-05,2024-12-01
7ce94426-b,Beauty,Beauty,394.35,335.2,15,3.4,2024-03-06,2024-12-01
f391d9be-7,Home & Kitchen,Home & Kitchen,459.03,367.22,20,2.8,2024-08-11,2024-12-01
cde121ac-d,Beauty,Beauty,377.99,340.19,10,4.8,2024-07-26,2024-12-01
08562850-3,Sports,Sports,269.87,134.94,50,4.7,2024-08-06,2024-12-01
4263e65c-c,Beauty,Beauty,458.8,229.4,50,3.1,2024-06-25,2024-12-01
43630740-4,Home & Kitchen,Home & Kitchen,414.08,331.26,20,4.1,2024-04-03,2024-12-01
c3297364-0,Clothing,Clothing,496.06,421.65,15,4.5,2024-10-20,2024-12-01
4d7b33d6-4,Books,Books,295.86,207.1,30,3.9,2024-10-29,2024-12-01
16ee2335-1,Home & Kitchen,Home & Kitchen,430.43,430.43,0,3.8,2024-10-02,2024-12-01
be9ec030-d,Sports,Sports,169.71,127.28,25,3.1,2024-07-08,2024-12-01
6eaed388-2,Clothing,Clothing,315.8,315.8,0,2.7,2024-11-20,2024-12-01
31de3bd2-f,Home & Kitchen,Home & Kitchen,154.33,115.75,25,4.7,2024-08-04,2024-12-01
88870a57-4,Home & Kitchen,Home & Kitchen,197.33,148.0,25,4.8,2024-08-22,2024-12-01
df236be6-3,Toys,Toys,270.73,216.58,20,4.1,2024-08-06,2024-12-01
0a074647-b,Home & Kitchen,Home & Kitchen,261.23,208.98,20,3.3,2024-11-13,2024-12-01
88ef8a42-2,Home & Kitchen,Home & Kitchen,334.87,167.44,50,3.4,2024-11-14,2024-12-01
a0e0a691-6,Beauty,Beauty,266.2,266.2,0,4.3,2024-11-14,2024-12-01
8afa06d8-5,Home & Kitchen,Home & Kitchen,169.53,84.77,50,4.7,2024-03-06,2024-12-01
cc75f240-f,Clothing,Clothing,332.57,332.57,0,4.7,2024-02-18,2024-12-01
0cf80cb2-8,Toys,Toys,398.85,358.97,10,4.4,2024-09-23,2024-12-01
6b4cb792-5,Home & Kitchen,Home & Kitchen,180.6,180.6,0,4.1,2024-09-24,2024-12-01
eabbc369-2,Books,Books,433.59,325.19,25,2.7,2024-01-14,2024-12-01
9883b500-1,Home & Kitchen,Home & Kitchen,20.74,18.67,10,2.9,2024-09-01,2024-12-01
a8f16266-b,Electronics,Electronics,17.01,11.91,30,4.7,2024-05-24,2024-12-01
da23cfa7-8,Electronics,Electronics,34.13,17.07,50,4.0,2024-03-09,2024-12-01
6998026b-c,Home & Kitchen,Home & Kitchen,11.14,9.47,15,2.5,2024-03-19,2024-12-01
bf309230-0,Home & Kitchen,Home & Kitchen,206.97,206.97,0,2.8,2024-10-25,2024-12-01
f10370ff-5,Home & Kitchen,Home & Kitchen,353.08,176.54,50,4.2,2024-08-23,2024-12-01
5fe989c9-0,Sports,Sports,67.36,50.52,25,2.5,2024-11-10,2024-12-01
18a5e79d-9,Books,Books,203.49,142.44,30,2.9,2024-04-30,2024-12-01
8d0bdad7-4,Clothing,Clothing,246.98,172.89,30,3.9,2024-05-11,2024-12-01
928d77c4-3,Books,Books,368.25,294.6,20,4.2,2024-11-16,2024-12-01
f383159c-4,Books,Books,327.19,261.75,20,4.1,2024-11-02,2024-12-01
8d255132-b,Sports,Sports,274.65,219.72,20,3.1,2024-11-08,2024-12-01
2cbe2f6f-c,Electronics,Electronics,369.15,369.15,0,4.3,2024-06-19,2024-12-01
9ea32af8-e,Clothing,Clothing,84.26,80.05,5,3.1,2024-10-16,2024-12-01
65ac8845-c,Books,Books,255.74,191.81,25,3.3,2024-06-04,2024-12-01
93a8561e-7,Sports,Sports,440.74,308.52,30,4.4,2024-09-11,2024-12-01
41fbbdbc-9,Electronics,Electronics,316.84,237.63,25,4.1,2024-05-25,2024-12-01
e2cdb444-c,Beauty,Beauty,199.88,179.89,10,4.6,2024-01-20,2024-12-01
bcdf7628-1,Home & Kitchen,Home & Kitchen,389.85,272.89,30,4.1,2024-07-20,2024-12-01
1115a4cc-1,Sports,Sports,317.98,302.08,5,3.9,2024-07-23,2024-12-01
a1d355b7-1,Home & Kitchen,Home & Kitchen,165.06,115.54,30,2.7,2024-11-12,2024-12-01
a0354415-2,Books,Books,192.48,163.61,15,3.4,2024-06-05,2024-12-01
96ef0dc9-6,Home & Kitchen,Home & Kitchen,106.34,85.07,20,3.2,2024-04-11,2024-12-01
bc8f50c4-2,Electronics,Electronics,404.92,202.46,50,3.1,2024-10-22,2024-12-01
8a124bf1-f,Toys,Toys,289.62,260.66,10,4.9,2024-07-28,2024-12-01
7951f51e-0,Beauty,Beauty,129.89,123.4,5,3.5,2024-04-21,2024-12-01
28cfa86a-5,Home & Kitchen,Home & Kitchen,41.2,39.14,5,4.7,2024-07-15,2024-12-01
612b78d4-f,Clothing,Clothing,208.08,176.87,15,4.1,2024-11-15,2024-12-01
b91ead40-7,Sports,Sports,114.84,91.87,20,4.5,2024-06-17,2024-12-01
88c4fbee-6,Toys,Toys,430.16,344.13,20,3.8,2024-01-31,2024-12-01
12e1e7b7-7,Sports,Sports,431.98,323.99,25,3.9,2024-01-06,2024-12-01
743ba069-f,Home & Kitchen,Home & Kitchen,472.77,378.22,20,3.7,2024-03-29,2024-12-01
4ee2c2d6-9,Sports,Sports,473.18,236.59,50,3.0,2024-10-24,2024-12-01
1c303802-d,Books,Books,205.06,153.8,25,4.3,2024-08-13,2024-12-01
fe1e6a78-9,Beauty,Beauty,485.71,388.57,20,3.2,2024-06-07,2024-12-01
3ba8563c-f,Sports,Sports,84.28,75.85,10,2.6,2024-09-23,2024-12-01
afda448a-a,Books,Books,189.84,151.87,20,4.1,2024-03-08,2024-12-01
916025c8-f,Sports,Sports,366.4,311.44,15,2.9,2024-09-12,2024-12-01
ece88ff7-0,Clothing,Clothing,93.05,46.52,50,4.9,2024-05-15,2024-12-01
9083e49d-7,Toys,Toys,398.16,378.25,5,4.9,2024-04-19,2024-12-01
c69635d9-f,Sports,Sports,326.51,261.21,20,4.8,2024-05-27,2024-12-01
23e7a67d-1,Toys,Toys,367.98,349.58,5,3.4,2024-02-11,2024-12-01
7bbba576-7,Toys,Toys,424.14,212.07,50,2.5,2024-09-06,2024-12-01
948a3b40-d,Clothing,Clothing,359.51,251.66,30,4.8,2024-05-12,2024-12-01
b6bfe4cb-f,Toys,Toys,187.2,140.4,25,3.6,2024-05-28,2024-12-01
56f9b336-5,Home & Kitchen,Home & Kitchen,232.12,220.51,5,4.9,2024-08-27,2024-12-01
ce4c61d2-d,Sports,Sports,236.78,177.59,25,4.9,2024-06-23,2024-12-01
d2f40c10-8,Sports,Sports,439.4,395.46,10,4.6,2024-04-03,2024-12-01
3d8c1bc0-8,Toys,Toys,133.33,126.66,5,3.2,2024-05-19,2024-12-01
1bec4273-5,Beauty,Beauty,199.31,189.34,5,3.5,2024-08-31,2024-12-01
e570765e-b,Electronics,Electronics,143.68,129.31,10,4.6,2024-08-02,2024-12-01
be05d6b5-2,Home & Kitchen,Home & Kitchen,313.37,266.36,15,3.3,2024-07-28,2024-12-01
06ea5adb-3,Electronics,Electronics,311.05,217.73,30,2.9,2024-04-27,2024-12-01
0d1765cc-2,Beauty,Beauty,71.34,71.34,0,3.9,2024-09-10,2024-12-01
23eca2e3-4,Books,Books,354.11,354.11,0,4.8,2024-06-29,2024-12-01
00bb902e-c,Books,Books,163.91,147.52,10,4.2,2024-09-22,2024-12-01
c1cbbee6-d,Clothing,Clothing,460.83,322.58,30,3.9,2024-02-17,2024-12-01
8730a0ee-7,Beauty,Beauty,49.61,39.69,20,2.7,2024-04-17,2024-12-01
9869b403-1,Clothing,Clothing,325.51,276.68,15,4.0,2024-11-10,2024-12-01
7936a1cb-1,Books,Books,394.16,354.74,10,5.0,2024-11-02,2024-12-01
a49efe9f-9,Home & Kitchen,Home & Kitchen,440.11,418.1,5,2.9,2024-09-19,2024-12-01
c0b10d64-7,Books,Books,94.52,66.16,30,3.8,2024-10-10,2024-12-01
474c66bf-3,Beauty,Beauty,209.41,104.7,50,4.7,2024-10-31,2024-12-01
312bc8fc-8,Toys,Toys,413.31,289.32,30,4.4,2024-03-07,2024-12-01
f048a4a2-5,Sports,Sports,205.82,195.53,5,4.2,2024-10-07,2024-12-01
118fb0b7-5,Home & Kitchen,Home & Kitchen,110.73,77.51,30,4.3,2024-11-21,2024-12-01
36d0d0c8-a,Toys,Toys,432.1,410.5,5,3.4,2024-06-07,2024-12-01
a1d11037-3,Sports,Sports,375.09,356.34,5,3.2,2024-10-26,2024-12-01
5f7c41ee-8,Electronics,Electronics,69.77,66.28,5,4.5,2024-06-17,2024-12-01
148cb3f3-1,Beauty,Beauty,430.96,366.32,15,4.5,2024-09-10,2024-12-01
03855207-2,Home & Kitchen,Home & Kitchen,429.69,300.78,30,4.7,2024-02-07,2024-12-01
5409dd3e-8,Books,Books,381.28,324.09,15,4.8,2024-10-05,2024-12-01
fb807119-e,Toys,Toys,72.87,58.3,20,3.8,2024-02-14,2024-12-01
a875d9c4-3,Beauty,Beauty,37.67,28.25,25,3.8,2024-04-07,2024-12-01
c0b273c2-5,Books,Books,485.0,412.25,15,4.5,2024-11-17,2024-12-01
61c34d6b-7,Home & Kitchen,Home & Kitchen,214.45,214.45,0,4.1,2024-04-14,2024-12-01
e7f6b561-2,Beauty,Beauty,315.89,315.89,0,4.3,2024-01-02,2024-12-01
e5e1cfb0-8,Books,Books,211.67,105.83,50,4.5,2024-05-07,2024-12-01
108aa207-b,Toys,Toys,490.75,343.52,30,4.7,2024-07-01,2024-12-01
06a09e72-0,Toys,Toys,444.27,399.84,10,3.3,2024-02-26,2024-12-01
d0b8fdbd-c,Sports,Sports,244.61,220.15,10,3.4,2024-08-23,2024-12-01
6a7a755f-3,Books,Books,444.87,311.41,30,2.7,2024-03-09,2024-12-01
8fb4616e-1,Books,Books,231.08,207.97,10,3.9,2024-01-31,2024-12-01
211045d2-8,Beauty,Beauty,32.39,25.91,20,2.6,2024-05-11,2024-12-01
19c38aae-f,Toys,Toys,260.74,247.7,5,3.7,2024-09-20,2024-12-01
96cc2aff-a,Electronics,Electronics,446.14,446.14,0,3.9,2024-01-03,2024-12-01
1f547b94-e,Beauty,Beauty,144.56,130.1,10,3.2,2024-08-08,2024-12-01
38cc3695-2,Home & Kitchen,Home & Kitchen,467.35,233.68,50,4.0,2024-07-11,2024-12-01
0c216a89-c,Toys,Toys,71.02,35.51,50,2.6,2024-11-17,2024-12-01
8154e3b9-f,Sports,Sports,374.32,187.16,50,2.6,2024-01-07,2024-12-01
9a063b15-b,Books,Books,61.82,49.46,20,4.6,2024-01-21,2024-12-01
1c38c5f3-a,Home & Kitchen,Home & Kitchen,214.64,171.71,20,3.4,2024-08-05,2024-12-01
4743f61c-6,Books,Books,220.76,187.65,15,2.8,2024-03-14,2024-12-01
f7dc5f39-8,Toys,Toys,204.56,204.56,0,3.8,2024-03-06,2024-12-01
